527 5097.1693 3783.6049 15.1701	467 5095.6018 3784.6901 15.2765
16 2074.2258 123.6399 14.4821	15 2071.9185 125.3918 14.5766
338 6834.6059 2390.3869 14.7925	292 6832.7405 2391.0844 14.8373
492 1395.0916 3584.0485 99.0000	443 1393.8342 3586.0317 13.9061
246 8051.5000 1771.0754 13.4945	210 8049.4858 1771.5231 13.5434
833 9054.1853 5820.8614 13.5102	753 9053.1625 5821.2753 13.5068
831 810.7919 5846.4958 14.3229	755 809.9816 5848.8548 14.3599
470 876.8828 3407.7066 13.2775	414 875.5406 3410.0321 13.2794
510 5330.0596 3672.0139 13.3923	450 5328.5107 3673.4039 13.4130
599 5629.4023 4312.2986 12.9085	524 5628.1705 4313.6570 12.8881
614 2545.7341 4493.5404 12.6327	537 2544.3018 4495.4887 12.6467
141 1865.2234 967.8221 14.3089	114 1862.9216 970.0411 99.0000
877 3566.0475 5316.7886 14.0847	756 3564.8698 5318.1322 14.2240
493 7637.3702 3609.1523 12.9342	435 7635.7329 3609.7633 12.9399
376 4485.3710 2679.6182 12.2838	324 4483.5087 2680.8356 12.2685
206 769.1411 1458.6522 13.2992	173 767.3631 1460.8841 13.2671
57 4674.1438 344.8811 13.8903	52 4672.0995 346.1446 13.8610
835 6824.9370 5496.0547 13.8599	687 6823.7824 5496.9900 13.8751
351 3444.0756 2483.1197 14.5936	303 3442.4250 2485.0015 14.6740
159 1965.9791 1074.2169 14.2722	127 1963.6301 1076.3447 14.2869
790 6128.9235 5368.6028 12.6878	675 6127.7897 5369.3678 12.6724
333 6126.1479 2385.0719 13.9196	288 6124.5831 2386.3351 13.9256
853 2763.8949 5391.8142 12.0807	679 2762.6468 5393.6566 12.0811
400 3956.4423 2761.3382 14.1022	341 3954.5248 2762.7522 14.1662
161 6959.3390 1078.4372 13.9242	128 6957.5287 1079.4659 13.9322
18 5249.6855 165.6985 14.8109	24 5247.1873 166.7833 14.8471
523 8090.5910 3785.8628 13.9910	466 8089.4820 3786.2758 13.9675
72 487.6843 406.6970 13.6390	63 485.6057 409.1770 99.0000
781 8588.7162 5540.3663 14.4278	765 8588.1168 5540.8041 14.4258
252 7908.4891 1779.9393 14.4074	211 7906.8994 1780.4991 14.3464
563 8045.3714 4106.4747 14.0727	503 8044.3920 4106.9936 14.0564
742 2662.2088 6296.3379 12.6469	640 2661.1762 6298.1694 12.6589
586 6088.5495 4170.0151 15.1088	516 6087.5314 4171.1564 15.1472
374 1975.6658 2682.9787 11.3402	322 1973.6819 2684.9973 11.3301
404 6391.7183 2802.5468 14.5546	351 6390.2563 2803.2777 14.6283
633 3740.5724 4606.9573 13.5913	556 3739.1855 4608.2679 13.5922
446 9030.1046 3169.0477 14.1148	387 9028.3788 3169.5727 14.0521
216 1846.1512 1496.4665 13.3144	182 1843.8495 1498.4781 13.3382
448 5838.1843 3211.7261 13.0060	390 5836.3907 3212.8863 13.0157
465 2980.2312 3316.5528 14.1813	407 2978.9734 3318.3602 14.2102
832 4304.6842 5239.3368 14.8249	759 4303.4254 5240.8817 14.8671
119 820.8046 741.8370 13.8934	93 818.2955 744.0289 13.8826
103 3923.9536 605.7399 14.5473	84 3921.9704 607.1244 14.5712
395 592.9147 2692.1295 14.9895	339 590.8910 2694.3910 15.0155
399 1836.5241 2742.6899 14.6526	342 1835.1018 2744.7825 14.7210
354 7015.5266 2511.1472 14.4089	308 7013.6775 2512.2301 14.5035
2 5093.9552 23.2306 12.8197	2 5091.8901 24.6617 12.8274
524 527.7037 3810.9435 13.0003	465 525.9620 3813.2102 13.0001
293 4987.6712 2066.9030 14.5828	248 4986.1467 2068.1547 14.6982
373 6616.3755 2609.4768 14.2553	321 6614.4458 2610.5342 14.3075
50 8757.5953 302.9060 15.0856	47 8755.1355 303.5904 14.9858
620 8117.2271 4529.3038 14.0629	546 8115.7855 4529.7949 14.0774
476 3439.4063 3439.5757 14.2584	417 3438.1759 3441.3373 14.3052
867 8980.1559 5730.7765 13.4902	762 8979.1129 5730.8996 99.0000
819 6599.6260 5452.7050 10.2730	689 6598.3882 5453.5116 10.2718
14 7119.6606 125.4079 14.0260	18 7117.1446 126.0645 99.0000
15 571.8452 133.9063 14.2984	17 569.4780 136.5378 14.3416
619 5120.1279 4526.0130 13.4273	544 5119.2533 4527.2140 13.4437
841 7685.5624 6040.1469 14.5647	671 7684.6532 6041.0432 14.6296
211 2707.9940 1506.8242 11.7806	179 2706.2888 1508.5114 99.0000
851 9278.3390 5651.7329 14.4814	742 9277.5366 5652.3239 14.3796
257 8298.5196 1823.0349 14.4351	215 8296.8826 1823.3509 14.4193
634 1240.7793 4589.0884 14.6809	558 1239.6469 4591.4685 14.7227
352 7228.6863 2485.4004 14.6760	306 7227.1762 2485.9157 14.7861
840 5997.4635 5674.7589 11.5189	767 5996.2705 5675.6450 11.5211
486 2717.4752 3521.4603 99.0000	423 2715.6675 3523.1737 13.5937
365 922.3303 2557.9482 14.4461	313 920.5659 2559.8016 14.4949
175 8002.5669 1211.2742 12.3181	139 8000.9048 1211.9118 12.3125
875 4596.5756 5621.1842 99.0000	757 4595.5040 5622.1930 14.2919
521 250.5105 3777.4106 13.4432	464 248.7615 3779.5557 13.5412
263 8504.2635 1889.1224 14.4646	226 8502.5111 1889.3172 14.4587
879 2356.6974 5783.0013 99.0000	720 2355.4604 5784.7191 99.0000
20 6697.4113 174.6175 14.3814	22 6695.1687 175.9139 14.3185
107 2288.6985 648.6284 14.7622	87 2286.7160 650.7897 14.7523
757 1430.9342 6202.2336 12.9737	649 1429.7867 6204.1421 12.9423
670 6806.9367 4800.9228 14.5184	587 6805.5390 4801.6010 14.5735
487 3518.1541 3555.2101 13.9576	434 3516.5794 3557.1226 99.0000
305 6759.8483 2160.8760 13.5741	259 6757.7697 2161.6315 13.5938
321 4322.1452 2306.1555 13.3707	273 4320.7167 2307.5918 13.3962
225 3961.7826 1600.8238 12.7104	196 3960.1103 1602.1685 12.7302
420 2654.0734 2935.3691 15.0174	366 2652.4321 2936.8210 15.0501
438 5441.1519 3063.8250 14.6534	380 5439.7390 3065.3151 14.7367
829 6462.3724 5708.1509 10.2547	769 6461.1564 5709.0264 10.2492
478 5457.0455 3490.2748 13.7369	422 5455.9248 3491.5514 13.7663
715 1382.2345 5064.9516 99.0000	618 1380.9581 5066.6731 13.7511
512 638.1079 3667.0592 14.2889	456 636.7785 3669.6014 14.3379
741 7038.9416 6312.4140 15.0215	639 7038.0755 6312.8492 15.1466
379 2724.3398 2648.1076 13.9732	326 2722.9865 2649.8656 14.0178
267 6916.8408 1934.3637 14.9983	230 6914.9988 1935.5981 15.0067
626 3085.0222 4557.8498 13.0582	547 3083.4929 4559.6863 13.0971
416 7227.1585 2906.0348 14.9294	363 7225.2439 2906.6966 14.9703
675 7904.4475 4785.9695 14.7510	584 7903.7261 4786.5238 14.7462
1 4531.5471 46.6757 11.6176	1 4529.5375 48.2635 11.6184
278 1301.0949 2017.5894 15.0071	236 1298.9955 2019.4032 14.9549
217 4556.2907 1487.8762 14.7294	186 4554.6046 1489.5059 14.7580
657 9068.6266 4761.2747 12.6259	574 9067.3590 4761.9210 12.6411
296 4356.5613 2118.5330 13.8683	252 4354.4278 2120.1593 13.7972
86 3665.0761 516.0386 13.7538	71 3662.7263 518.0146 99.0000
201 8683.9780 1349.6164 14.5059	166 8681.6848 1350.2470 14.5582
502 2891.9545 3601.7439 14.7111	446 2890.1311 3603.4036 14.7289
112 665.0089 717.9252 12.7346	89 662.7130 719.8404 12.7056
600 6406.7688 4291.8772 14.4582	526 6405.3051 4292.5093 14.5238
195 4042.3180 1296.3604 15.3880	159 4040.6659 1297.8436 15.2834
455 4720.9692 3217.8377 14.1900	398 4719.7406 3219.4065 14.1931
234 7798.2493 1687.5110 15.0463	202 7796.5718 1688.5264 15.1611
890 3085.4898 5757.5451 14.1534	711 3084.5582 5759.5672 14.2166
177 1688.5701 1210.6676 13.8047	141 1686.5246 1213.0993 13.8319
444 1716.0512 3084.9591 15.0838	384 1714.2164 3086.6396 15.1909
142 6403.0157 971.3988 13.8248	111 6400.6339 972.1609 99.0000
520 1254.2206 3720.7659 14.5917	461 1252.4687 3722.5994 14.6422
699 8742.7048 4956.0676 15.0935	605 8742.0584 4956.5642 15.1841
209 6139.8974 1458.4334 13.7979	176 6137.8552 1459.1067 13.8153
697 9273.1732 4971.9630 14.0105	604 9272.3091 4972.6132 14.0837
173 5225.8401 1159.6935 14.0268	137 5223.9244 1160.5871 14.1009
214 567.7627 1461.4833 14.8993	183 565.7463 1464.1668 15.0048
747 5219.5991 6272.8081 14.0129	645 5219.2511 6273.9139 14.0829
265 698.1476 1904.5268 14.6689	228 696.0444 1907.1362 14.7317
483 8989.8634 3501.9691 14.5034	425 8988.8522 3502.4706 14.5212
313 4072.2045 2259.4920 13.5843	270 4070.1862 2260.6561 99.0000
518 1495.7305 3700.4974 14.9435	459 1494.5019 3702.1945 15.0088
238 8588.5720 1715.3777 14.1775	203 8587.0877 1715.7261 14.0819
332 3017.6376 2363.8510 14.5187	289 3016.0417 2365.2121 14.5448
461 9346.9228 3294.0758 14.0330	403 9345.1573 3294.1341 99.0000
460 1350.0413 3263.2976 14.8633	401 1348.8724 3265.4640 14.9750
273 6638.1326 1990.0535 99.0000	234 6636.5541 1991.3260 14.2123
302 5668.5199 2136.9874 14.0854	256 5666.8351 2137.7338 14.0676
817 2728.3613 5691.7451 14.4375	716 2727.3954 5693.8753 14.5221
629 6507.6234 4625.6108 11.4844	552 6506.1136 4626.7123 11.4870
764 6387.4607 6119.9898 13.0483	658 6386.9835 6120.5874 13.2278
818 7240.6517 5191.7524 14.0669	668 7239.2588 5192.3791 99.0000
88 3838.9550 504.6855 14.6176	75 3837.1016 506.1062 14.6940
533 6633.4093 3889.6471 14.9209	477 6631.6571 3890.5019 15.0752
232 3874.3186 1672.1554 14.8069	200 3872.7866 1673.8245 14.8849
717 5312.1421 5100.1885 13.1222	619 5310.7080 5101.5067 13.1617
804 4142.5492 5763.1034 13.4580	768 4141.8161 5764.9014 13.4762
678 3336.5169 4828.2754 14.1832	588 3335.5417 4830.2695 14.2660
383 4246.4187 2644.8263 14.9114	329 4244.8915 2645.8795 15.0427
183 5756.1268 1233.2261 14.2263	144 5754.1942 1234.7898 14.1729
602 8519.0083 4316.7562 14.9010	530 8517.8494 4317.6502 15.0895
709 7021.0752 5082.9264 12.0303	615 7019.6267 5083.6847 12.0373
89 5793.8614 518.5735 14.1214	73 5791.4560 519.3445 14.1071
814 5192.8395 5231.4732 14.9397	673 5191.6094 5233.0282 14.9723
644 6451.8588 4719.1281 11.8102	568 6450.3036 4720.0930 11.8106
202 1881.8974 1371.7706 14.2552	169 1879.4870 1373.5247 14.2620
343 6325.5969 2415.0555 14.1248	294 6324.1003 2415.6674 14.2805
428 4505.9544 3031.1902 14.4543	376 4504.3575 3033.0147 14.4506
530 3633.0786 3847.9905 13.6277	474 3631.7528 3849.9869 99.0000
443 8565.3149 3092.3691 14.3148	383 8563.9561 3092.4345 14.4466
178 2170.3083 1209.0418 14.1781	145 2167.8880 1211.2729 14.3233
124 437.8893 752.1533 14.9348	94 436.0797 754.3264 14.9796
315 6681.4391 2232.4951 14.9975	266 6679.5807 2233.8520 14.9820
861 5275.8577 5401.6199 14.5887	727 5274.7210 5403.1963 14.5828
350 2074.0789 2483.1914 14.2673	301 2071.8715 2485.1699 14.3687
801 4639.5816 5379.9751 14.3638	698 4639.0404 5381.4033 14.4043
390 4005.6971 2653.3789 15.0935	333 4004.4073 2655.1123 15.1567
429 2468.7603 3020.5701 14.9578	374 2467.0436 3022.8542 15.0841
449 4050.9207 3180.1604 99.0000	388 4049.1361 3182.0391 13.8637
314 6591.6238 2230.7888 15.1714	265 6589.5063 2231.4340 15.1719
362 7636.0641 2582.7366 13.3088	318 7634.2854 2583.8883 99.0000
100 5286.3612 588.9859 15.2650	81 5283.8170 590.5662 15.2561
472 3597.1085 3403.5940 14.8850	415 3596.0728 3405.2492 14.9876
410 1232.1011 2839.3042 14.6219	357 1230.8658 2841.2522 14.7020
193 1016.1193 1304.0139 13.7874	162 1013.5690 1306.1555 13.9437
289 2992.0956 2039.9064 15.0215	239 2990.7211 2041.6352 15.2150
466 8472.6831 3304.8426 14.9033	408 8470.7749 3305.1714 15.0247
862 7880.6799 5952.6315 14.6574	771 7879.6765 5952.7551 99.0000
601 1260.1252 4302.8913 14.7924	527 1258.7825 4305.4637 14.8146
823 1820.0503 5252.8029 13.5435	734 1818.5658 5254.4714 13.5875
422 9398.1907 2975.2852 13.8948	368 9396.6862 2976.0929 13.9519
562 339.4224 4108.9199 13.7793	502 337.6186 4111.4717 13.8393
